1309,389405473	1309,851162905	461,757432000013
1330,352787389	1330,652279102	299,491712999952
1351,194426162	1351,518355144	323,928982000098
1372,220737431	1372,268999537	48,262105999811
1393,030830813	1393,131440499	100,609686000098
1413,991237105	1414,070165276	78,9281709999159
1435,349797226	1435,585643387	235,846160999927
1455,76674644	1456,032307892	265,561452000156
1476,379120334	1476,521894803	142,77446899996
1497,327037171	1497,46179172	134,754549000036
1518,239503199	1518,311459597	71,9563980001112
1539,311987959	1539,401236819	89,2488599999979
1560,190583078	1560,489605453	299,02237500005
1581,742920594	1581,820895427	77,9748330000984
1603,209102695	1603,325194024	116,091329000028
1624,304038705	1624,415392901	111,354195999866
1644,543829846	1644,847168398	303,338551999786
1665,0972835	1665,188638115	91,3546150000002
1685,756928231	1686,025662545	268,734313999857
1706,43005748	1706,5072755	77,2180200001458
1727,152918028	1727,442783804	289,86577600017
Sent msgs: 21		
Received msgs: 21		
Elapsed_time(s): 440,0973415374756		

