1422021.796496837	1422022.171417671	374.92083408869803
1422037.552766724	1422037.577818999	25.05227504298091
1422053.094164821	1422053.199218872	105.05405091680586
1422068.458518782	1422068.472772237	14.25345498137176
1422083.92137973	1422084.239584761	318.2050308678299
1422099.418648192	1422099.511045704	92.39751193672419
1422114.790970636	1422114.927808491	136.83785498142242
1422130.24933506	1422130.295782882	46.44782212562859
1422145.922139784	1422145.962454482	40.314697893336415
1422161.239875325	1422161.325291395	85.41606995277107
1422176.893781751	1422176.990104357	96.32260608486831
1422192.20158744	1422192.354865114	153.27767399139702
1422207.5653371	1422207.61785145	52.51435004174709
1422222.93545716	1422223.030601954	95.14479408971965
1422238.312106808	1422238.392292999	80.1861910149455
1422253.595429277	1422253.655108981	59.67970401979983
1422269.205253107	1422269.418757989	213.50488206371665
1422284.682019864	1422284.679134305	-2.8855588752776384
1422300.030177092	1422300.094552026	64.37493395060301
1422315.559732079	1422315.705020797	145.28871793299913
1422330.774344077	1422330.866026675	91.68259799480438
1422346.491518583	1422346.725754568	234.2359849717468
1422362.152869341	1422362.487495723	334.62638198398054
1422377.69872944	1422377.748268732	49.53929199837148
1422393.069580599	1422393.159529749	89.94915010407567
1422408.530140637	1422408.772211214	242.0705771073699
1422424.172079008	1422424.181503344	9.424336021766067
1422439.722988297	1422439.791053592	68.06529499590397
1422455.034383237	1422455.200401024	166.01778706535697
1422470.278037862	1422470.559663173	281.6253111232072
1422485.587543126	1422485.819596676	232.05354996025562
1422501.08132814	1422501.230281826	148.95368600264192
1422516.325191358	1422516.588734252	263.54289380833507
1422531.859298016	1422532.00075404	141.4560240227729
1422547.866710835	1422548.012193761	145.4829261638224
1422563.458473147	1422563.62045116	161.9780131150037
1422578.952272087	1422579.029632239	77.36015180125833
1422594.395516767	1422594.638428476	242.91170900687575
1422609.917115235	1422610.046880368	129.76513290777802
1422625.421214968	1422625.65558791	234.37294200994074
1422640.806147929	1422640.914362986	108.21505705825984
1422656.275388816	1422656.336984768	61.59595213830471
1422672.062426167	1422672.094861084	32.43491682223976
1422687.577655316	1422687.702649931	124.99461486004293
Sent msgs: 44
Received msgs: 44
Elapsed_time(s): 682.1259000301361
