1411079.05995973	1411079.15006743	90.1076998561621
1411109.84808739	1411109.93793126	89.8438680451363
1411140.62477773	1411140.64811051	23.3327748719603
1411171.41201583	1411171.5371735	125.157674076036
1411202.12483756	1411202.23159138	106.753814965487
1411232.76081673	1411232.77415587	13.3391451090574
1411263.56238064	1411263.62507764	62.6970010343939
1411294.12064691	1411294.12665433	6.00742688402534
1411324.98759652	1411325.02410574	36.5092160645872
1411355.61889196	1411355.7268946	108.002641936764
1411386.41669548	1411386.46928427	52.5887839030474
1411416.90917328	1411416.91332497	4.15168888866901
1411447.42401052	1411447.45302972	29.0191930253059
1411478.32720892	1411478.33806907	10.8601530082524
1411508.97283882	1411509.02087078	48.0319599155337
1411539.51178104	1411539.66101023	149.229185888544
1411570.21379912	1411570.35757429	143.775174161419
1411600.73545147	1411600.73755829	2.10682000033557
1411631.3755552	1411631.41886015	43.3049472048879
1411662.1604101	1411662.25094606	90.5359669122845
1411692.76290602	1411692.77940934	16.5033207740635
1411723.6325542	1411723.66139135	28.8371520582587
1411754.82790623	1411754.89085086	62.9446320235729
1411785.54535538	1411785.56946243	24.1070471238345
1295443.12477217	1295443.24489356	120.121393818408
1295473.96444784	1295474.11468421	150.236377958208
1295504.43890874	1295504.57874545	139.83671204187
1295535.48981091	1295535.49646823	6.65732519701123
1295566.16788474	1295566.31962864	151.74389607273
1295596.83825734	1295596.98799269	149.735352955759
1295627.69477215	1295627.70341089	8.63873795606196
1295658.65268649	1295658.71997475	67.2882669605315
1295689.29261323	1295689.38499198	92.3787460196763
1295719.98230397	1295720.04930334	66.9993699993938
1295750.82210597	1295750.9213686	99.2626319639385
1295781.77004971	1295781.79268588	22.6361700333655

